model,entry_id,error_reason_type,error_reason_description,error_turn_id
nova-pro-v1.0,multi_turn_base_121,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_122,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_123,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_124,Failed to Understand User's Request,"The model did not proceed to place the order after confirming the stock price and total cost with the user, which was the user's request.",1
nova-pro-v1.0,multi_turn_base_125,Failed to Understand Environment State,"The model failed to recognize that the user 'Josephine' was not the current user in the ticketing system, leading to incorrect assumptions about ticket ownership.",3
nova-pro-v1.0,multi_turn_base_126,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_127,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_128,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_129,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_130,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_131,Failed to Understand Function Documentation,"The model attempted to delete a message using an incorrect parameter 'message_id', which is not required by the 'delete_message' function.",6
nova-pro-v1.0,multi_turn_base_132,Failed to Understand Environment State,The model failed to utilize the available order details from the initial state to review the order without asking for the order ID.,2
nova-pro-v1.0,multi_turn_base_133,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_134,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_135,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_136,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_137,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_138,Failed to Understand Function Documentation,"The model attempted to delete a message using a message ID, which is not supported by the MessageAPI's delete_message function. The function only requires the receiver_id parameter.",4
nova-pro-v1.0,multi_turn_base_139,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_140,Failed to Understand User's Request,"The model failed to create a ticket with the provided details and priority, instead asking for order details which were not necessary for the ticket creation.",2
nova-pro-v1.0,multi_turn_base_141,Failed to Understand Environment State,"The model did not call the 'get_order_details' function to retrieve the transaction details for the order just made, relying instead on previously known information without confirming the current state.",3
nova-pro-v1.0,multi_turn_base_142,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_143,Failed to Understand Environment State,The model failed to recognize that the order ID 12446 was the one with a substantial order value and should have been retrieved and canceled without asking the user for the order ID.,1
nova-pro-v1.0,multi_turn_base_144,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_145,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_146,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_147,Failed to Understand Function Documentation,The model reposted the tweet with an additional mention instead of using the 'mention' function to update the existing tweet.,1
nova-pro-v1.0,multi_turn_base_148,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_149,Failed to Understand Function Documentation,"The model attempted to use the 'delete_message' function with a 'message_id' parameter, which is not supported by the function's documentation.",4
nova-pro-v1.0,multi_turn_base_150,Failed to Understand Environment State,"The model attempted to find the nearest airports for Rivermist and Stonebrook, but the ground truth indicates that the airport codes should have been directly used in the get_flight_cost function call.",0
nova-pro-v1.0,multi_turn_base_151,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_152,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_153,Failed to Understand User's Request,"The model failed to correctly use the nearest airport code 'RMS' in the `get_flight_cost` function call, resulting in an error due to an empty 'travel_from' field.",1
nova-pro-v1.0,multi_turn_base_154,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_155,Failed to Understand Function Documentation,"The model did not call the 'get_flight_cost' function to verify the cost of the flight before booking, which is part of the minimum required trajectory.",0
nova-pro-v1.0,multi_turn_base_156,Failed to Understand Environment State,"The model failed to recognize that the booking was not completed in Turn 0, leading to incorrect assumptions in subsequent turns.",0
nova-pro-v1.0,multi_turn_base_157,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_158,Failed to Understand Function Documentation,"The model failed to retrieve the flight cost before booking, resulting in a booking with a travel cost of 0.0 instead of the actual cost.",1
nova-pro-v1.0,multi_turn_base_159,Failed to Understand User's Request,"The model used the incorrect travel cost of $440.0 instead of the expected $400.0 for booking the flight, leading to a discrepancy in the final state balance.",1
nova-pro-v1.0,multi_turn_base_160,Failed to Understand User's Request,"The model booked the flight at a cost of $2300, exceeding the user's specified budget of $2280.",1
nova-pro-v1.0,multi_turn_base_161,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_162,Failed to Understand Function Documentation,"The model attempted to compute an exchange rate using an incorrect currency code 'RMS' instead of 'RMB', leading to an error in the exchange rate computation.",3
nova-pro-v1.0,multi_turn_base_163,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_164,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_165,Failed to Understand Environment State,The model failed to utilize the existing booking ID from the environment state to retrieve the invoice and contact customer support.,3
nova-pro-v1.0,multi_turn_base_166,Failed to Understand User's Request,The model attempted to verify traveler information instead of proceeding with the flight booking using the provided access token and credit card details.,2
nova-pro-v1.0,multi_turn_base_167,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_168,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_169,Failed to Understand User's Request,The model attempted to verify traveler information and retrieve the nearest airports instead of directly booking the flight as requested by the user.,0
nova-pro-v1.0,multi_turn_base_170,Failed to Understand Environment State,"The model failed to retrieve the flight cost before booking, resulting in a booking with a travel cost of $0.0 instead of the expected $2000.0, leading to a mismatch in the final state.",0
nova-pro-v1.0,multi_turn_base_171,Failed to Understand Function Documentation,"The model incorrectly used the 'compute_exchange_rate' function with the wrong base and target currencies, leading to an incorrect budget conversion. Additionally, it failed to set the budget limit and did not retrieve the correct flight cost before booking.",0
nova-pro-v1.0,multi_turn_base_172,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_173,Failed to Understand User's Request,"The model attempted to cancel a booking instead of closing a ticket, misunderstanding the user's request to cancel the unnecessary ticket linked to the booking.",3
nova-pro-v1.0,multi_turn_base_174,Failed to Understand Environment State,"The model incorrectly computed the travel cost in EUR and booked the flight with an incorrect cost, leading to a mismatch in the final state balance.",0
nova-pro-v1.0,multi_turn_base_175,Failed to Understand Function Documentation,"The model did not retrieve the flight cost before booking, leading to a discrepancy in the travel cost charged.",0
nova-pro-v1.0,multi_turn_base_176,Failed to Understand User's Request,"The assistant created a support ticket with the wrong date in the description. The user requested a ticket for a flight cancellation on December 15, 2023, but the assistant used December 15, 2024, instead.",1
nova-pro-v1.0,multi_turn_base_177,Failed to Understand Environment State,"The model booked the flight to the wrong airport code (NRT instead of HND) for Tokyo, which led to a mismatch in the environment state.",0
nova-pro-v1.0,multi_turn_base_178,Failed to Understand User's Request,The model failed to proceed with the cancellation of the booking despite having the necessary information in the environment state.,4
nova-pro-v1.0,multi_turn_base_179,Failed to Understand Function Documentation,The model used incorrect airport codes ('Crescent Hollow' and 'New York') instead of IATA codes ('CRH' and 'JFK') for the flight booking function.,0
nova-pro-v1.0,multi_turn_base_180,Failed to Understand Environment State,"The model failed to recognize that the credit card was already registered and incorrectly assumed it was not, leading to a failed booking attempt.",1
nova-pro-v1.0,multi_turn_base_181,Failed to Understand Environment State,"The model incorrectly set the priority of the ticket to 5 instead of the default 1, which was not specified by the user.",4
nova-pro-v1.0,multi_turn_base_182,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_183,Failed to Understand Environment State,"The model incorrectly included a mention in the tweet, which was not part of the user's request. The ground truth state shows no mention in the tweet.",5
nova-pro-v1.0,multi_turn_base_185,Failed to Understand Function Documentation,"The model did not set the budget limit using the 'set_budget_limit' function, which was part of the ground truth trajectory for Turn 0.",0
nova-pro-v1.0,multi_turn_base_186,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_187,Failed to Understand Environment State,"The model failed to use the correct booking ID from the environment state when attempting to purchase insurance, leading to a failed transaction.",0
nova-pro-v1.0,multi_turn_base_188,No Failure,No Failure Occurs,-1
nova-pro-v1.0,multi_turn_base_189,Failed to Understand Function Documentation,"The model failed to retrieve the flight cost before booking, leading to an incorrect booking cost of $0.0 instead of the expected $4000.0.",0
